sample_id,label,defect_type,category,n_sensor_rows,duration_s,n_images,const_sensor_cols,issues
12-13-22-0315-00,0,good,good_weld_22_12-13-22_butt,334,37.09,5,[],[]
12-13-22-0316-00,0,good,good_weld_22_12-13-22_butt,334,37.03,5,[],[]
12-13-22-0317-00,0,good,good_weld_22_12-13-22_butt,335,36.92,5,[],[]
12-13-22-0318-00,0,good,good_weld_22_12-13-22_butt,333,36.83,5,[],[]
12-13-22-0319-00,0,good,good_weld_22_12-13-22_butt,331,36.71,5,[],[]
12-13-22-0320-00,0,good,good_weld_22_12-13-22_butt,334,36.87,5,[],[]
12-13-22-0321-00,0,good,good_weld_23_12-13-22_butt,333,36.88,5,[],[]
12-13-22-0322-00,0,good,good_weld_23_12-13-22_butt,333,36.9,5,[],[]
12-13-22-0323-00,0,good,good_weld_23_12-13-22_butt,333,37.03,5,[],[]
12-13-22-0324-00,0,good,good_weld_23_12-13-22_butt,331,36.93,5,[],[]
12-13-22-0325-00,0,good,good_weld_23_12-13-22_butt,333,36.92,5,[],[]
12-13-22-0326-00,0,good,good_weld_23_12-13-22_butt,334,36.86,5,[],[]
12-13-22-0327-00,0,good,good_weld_23_12-13-22_butt,334,36.94,5,[],[]
12-13-22-0328-00,0,good,good_weld_23_12-13-22_butt,333,36.96,5,[],[]
12-13-22-0329-00,0,good,good_weld_23_12-13-22_butt,334,36.9,5,[],[]
12-13-22-0330-00,0,good,good_weld_23_12-13-22_butt,333,36.84,5,[],[]
12-13-22-0331-00,0,good,good_weld_23_12-13-22_butt,335,37.02,5,[],[]
12-13-22-0332-00,0,good,good_weld_23_12-13-22_butt,334,36.93,5,[],[]
12-13-22-0333-00,0,good,good_weld_23_12-13-22_butt,334,36.92,5,[],[]
12-13-22-0334-00,0,good,good_weld_23_12-13-22_butt,334,36.8,5,[],[]
12-13-22-0335-00,0,good,good_weld_23_12-13-22_butt,334,36.96,5,[],[]
12-13-22-0336-00,0,good,good_weld_23_12-13-22_butt,333,36.99,5,[],[]
12-13-22-0337-00,0,good,good_weld_23_12-13-22_butt,337,37.13,5,[],[]
12-13-22-0338-00,0,good,good_weld_23_12-13-22_butt,333,37.02,5,[],[]
12-13-22-0339-00,0,good,good_weld_23_12-13-22_butt,334,36.89,5,[],[]
12-13-22-0340-00,0,good,good_weld_23_12-13-22_butt,333,36.9,5,[],[]
12-13-22-0341-00,0,good,good_weld_24_12-13-22_butt,333,36.84,5,[],[]
12-13-22-0342-00,0,good,good_weld_24_12-13-22_butt,331,36.74,5,[],[]
12-13-22-0343-00,0,good,good_weld_24_12-13-22_butt,332,36.81,5,[],[]
12-13-22-0344-00,0,good,good_weld_24_12-13-22_butt,334,36.95,5,[],[]
12-13-22-0345-00,0,good,good_weld_24_12-13-22_butt,332,36.99,5,[],[]
12-13-22-0346-00,0,good,good_weld_24_12-13-22_butt,335,37.03,5,[],[]
12-13-22-0347-00,0,good,good_weld_24_12-13-22_butt,334,36.95,5,[],[]
12-13-22-0348-00,0,good,good_weld_24_12-13-22_butt,335,36.98,5,[],[]
12-13-22-0349-00,0,good,good_weld_24_12-13-22_butt,331,36.92,5,[],[]
12-13-22-0350-00,0,good,good_weld_24_12-13-22_butt,334,36.88,5,[],[]
12-13-22-0351-00,0,good,good_weld_24_12-13-22_butt,335,36.9,5,[],[]
12-13-22-0352-00,0,good,good_weld_24_12-13-22_butt,331,36.71,5,[],[]
12-13-22-0353-00,0,good,good_weld_24_12-13-22_butt,331,36.77,5,[],[]
12-13-22-0354-00,0,good,good_weld_24_12-13-22_butt,334,36.97,5,[],[]
12-13-22-0355-00,0,good,good_weld_24_12-13-22_butt,332,36.79,5,[],[]
12-13-22-0356-00,0,good,good_weld_24_12-13-22_butt,331,36.69,5,[],[]
12-13-22-0357-00,0,good,good_weld_24_12-13-22_butt,332,36.78,5,[],[]
12-13-22-0358-00,0,good,good_weld_24_12-13-22_butt,332,36.78,5,[],[]
12-13-22-0359-00,0,good,good_weld_24_12-13-22_butt,331,36.83,5,[],[]
12-13-22-0360-00,0,good,good_weld_24_12-13-22_butt,333,36.81,5,[],[]
12-13-22-0361-00,0,good,good_weld_25_12-13-22_butt,333,36.78,5,[],[]
12-13-22-0362-00,0,good,good_weld_25_12-13-22_butt,334,36.87,5,[],[]
12-13-22-0363-00,0,good,good_weld_25_12-13-22_butt,333,36.87,5,[],[]
12-13-22-0364-00,0,good,good_weld_25_12-13-22_butt,331,36.82,5,[],[]
12-13-22-0365-00,0,good,good_weld_25_12-13-22_butt,333,36.89,5,[],[]
12-13-22-0366-00,0,good,good_weld_25_12-13-22_butt,332,36.84,5,[],[]
12-13-22-0367-00,0,good,good_weld_25_12-13-22_butt,334,36.9,5,[],[]
12-13-22-0368-00,0,good,good_weld_25_12-13-22_butt,335,36.89,5,[],[]
12-13-22-0369-00,0,good,good_weld_25_12-13-22_butt,333,37.01,5,[],[]
12-13-22-0370-00,0,good,good_weld_25_12-13-22_butt,333,36.99,5,[],[]
12-13-22-0371-00,0,good,good_weld_25_12-13-22_butt,333,36.95,5,[],[]
12-13-22-0372-00,0,good,good_weld_25_12-13-22_butt,332,36.93,5,[],[]
12-13-22-0373-00,0,good,good_weld_25_12-13-22_butt,334,36.98,5,[],[]
12-13-22-0374-00,0,good,good_weld_25_12-13-22_butt,334,36.87,5,[],[]
12-13-22-0375-00,0,good,good_weld_25_12-13-22_butt,331,36.89,5,[],[]
12-13-22-0376-00,0,good,good_weld_25_12-13-22_butt,333,36.94,5,[],[]
12-13-22-0377-00,0,good,good_weld_25_12-13-22_butt,333,36.93,5,[],[]
12-13-22-0378-00,0,good,good_weld_25_12-13-22_butt,332,36.83,5,[],[]
12-13-22-0379-00,0,good,good_weld_25_12-13-22_butt,331,36.85,5,[],[]
12-13-22-0380-00,0,good,good_weld_25_12-13-22_butt,333,36.95,5,[],[]
12-13-22-0381-00,0,good,good_weld_26_12-13-22_butt,331,36.88,5,[],[]
12-13-22-0382-00,0,good,good_weld_26_12-13-22_butt,332,36.91,5,[],[]
12-13-22-0383-00,0,good,good_weld_26_12-13-22_butt,335,36.98,5,[],[]
12-13-22-0384-00,0,good,good_weld_26_12-13-22_butt,333,36.95,5,[],[]
12-13-22-0385-00,0,good,good_weld_26_12-13-22_butt,331,36.71,5,[],[]
12-13-22-0386-00,0,good,good_weld_26_12-13-22_butt,335,37.1,5,[],[]
12-13-22-0387-00,0,good,good_weld_26_12-13-22_butt,333,36.9,5,[],[]
12-13-22-0388-00,0,good,good_weld_26_12-13-22_butt,334,36.98,5,[],[]
12-13-22-0389-00,0,good,good_weld_26_12-13-22_butt,334,36.9,5,[],[]
12-13-22-0390-00,0,good,good_weld_26_12-13-22_butt,332,36.84,5,[],[]
12-13-22-0391-00,0,good,good_weld_26_12-13-22_butt,334,36.83,5,[],[]
12-13-22-0392-00,0,good,good_weld_26_12-13-22_butt,332,36.84,5,[],[]
12-13-22-0393-00,0,good,good_weld_26_12-13-22_butt,332,36.81,5,[],[]
12-13-22-0394-00,0,good,good_weld_26_12-13-22_butt,334,36.99,5,[],[]
12-13-22-0395-00,0,good,good_weld_26_12-13-22_butt,333,36.88,5,[],[]
12-13-22-0396-00,0,good,good_weld_26_12-13-22_butt,333,36.93,5,[],[]
12-13-22-0397-00,0,good,good_weld_26_12-13-22_butt,333,36.86,5,[],[]
12-13-22-0398-00,0,good,good_weld_26_12-13-22_butt,332,36.95,5,[],[]
12-13-22-0399-00,0,good,good_weld_26_12-13-22_butt,335,37.0,5,[],[]
12-13-22-0400-00,0,good,good_weld_26_12-13-22_butt,333,36.9,5,[],[]
12-13-22-0401-00,0,good,good_weld_27_12-13-22_butt,334,36.91,5,[],[]
12-13-22-0402-00,0,good,good_weld_27_12-13-22_butt,333,36.71,5,[],[]
12-13-22-0403-00,0,good,good_weld_27_12-13-22_butt,332,36.81,5,[],[]
12-13-22-0404-00,0,good,good_weld_27_12-13-22_butt,331,36.73,5,[],[]
12-13-22-0405-00,0,good,good_weld_27_12-13-22_butt,333,36.91,5,[],[]
12-13-22-0406-00,0,good,good_weld_27_12-13-22_butt,331,36.81,5,[],[]
12-13-22-0407-00,0,good,good_weld_27_12-13-22_butt,334,36.9,5,[],[]
12-13-22-0408-00,0,good,good_weld_27_12-13-22_butt,331,36.65,5,[],[]
12-13-22-0409-00,0,good,good_weld_27_12-13-22_butt,332,36.93,5,[],[]
12-13-22-0410-00,0,good,good_weld_27_12-13-22_butt,333,36.79,5,[],[]
12-13-22-0411-00,0,good,good_weld_27_12-13-22_butt,332,36.81,5,[],[]
12-13-22-0412-00,0,good,good_weld_27_12-13-22_butt,334,36.98,5,[],[]
12-13-22-0413-00,0,good,good_weld_27_12-13-22_butt,334,36.94,5,[],[]
12-13-22-0414-00,0,good,good_weld_27_12-13-22_butt,332,36.97,5,[],[]
12-13-22-0415-00,0,good,good_weld_27_12-13-22_butt,333,36.83,5,[],[]
12-13-22-0416-00,0,good,good_weld_27_12-13-22_butt,332,36.81,5,[],[]
12-13-22-0417-00,0,good,good_weld_27_12-13-22_butt,333,36.95,5,[],[]
12-13-22-0418-00,0,good,good_weld_27_12-13-22_butt,334,36.98,5,[],[]
12-13-22-0419-00,0,good,good_weld_27_12-13-22_butt,334,36.94,5,[],[]
12-13-22-0420-00,0,good,good_weld_27_12-13-22_butt,333,36.93,5,[],[]
12-13-22-0421-00,0,good,good_weld_28_12-13-22_butt,332,36.98,5,[],[]
12-13-22-0422-00,0,good,good_weld_28_12-13-22_butt,666,90.06,5,[],[]
12-13-22-0423-00,0,good,good_weld_28_12-13-22_butt,334,36.99,5,[],[]
12-13-22-0424-00,0,good,good_weld_28_12-13-22_butt,335,36.96,5,[],[]
12-13-22-0425-00,0,good,good_weld_28_12-13-22_butt,333,37.02,5,[],[]
12-13-22-0426-00,0,good,good_weld_28_12-13-22_butt,334,36.83,5,[],[]
12-13-22-0427-00,0,good,good_weld_28_12-13-22_butt,333,36.77,5,[],[]
12-13-22-0428-00,0,good,good_weld_28_12-13-22_butt,331,36.83,5,[],[]
12-13-22-0429-00,0,good,good_weld_28_12-13-22_butt,332,36.78,5,[],[]
12-13-22-0430-00,0,good,good_weld_28_12-13-22_butt,332,36.82,5,[],[]
12-13-22-0431-00,0,good,good_weld_28_12-13-22_butt,335,37.04,5,[],[]
12-13-22-0432-00,0,good,good_weld_28_12-13-22_butt,332,36.81,5,[],[]
12-13-22-0433-00,0,good,good_weld_28_12-13-22_butt,334,36.91,5,[],[]
12-13-22-0434-00,0,good,good_weld_28_12-13-22_butt,335,36.92,5,[],[]
12-13-22-0435-00,0,good,good_weld_28_12-13-22_butt,332,36.91,5,[],[]
12-13-22-0436-00,0,good,good_weld_28_12-13-22_butt,334,36.97,5,[],[]
12-13-22-0437-00,0,good,good_weld_28_12-13-22_butt,333,36.89,5,[],[]
12-13-22-0438-00,0,good,good_weld_28_12-13-22_butt,332,36.79,5,[],[]
12-13-22-0439-00,0,good,good_weld_28_12-13-22_butt,333,36.86,5,[],[]
12-13-22-0440-00,0,good,good_weld_28_12-13-22_butt,333,36.88,5,[],[]
12-13-22-0441-00,0,good,good_weld_29_12-13-22_butt,335,36.92,5,[],[]
12-13-22-0442-00,0,good,good_weld_29_12-13-22_butt,334,37.05,5,[],[]
12-13-22-0443-00,0,good,good_weld_29_12-13-22_butt,333,37.0,5,[],[]
12-13-22-0444-00,0,good,good_weld_29_12-13-22_butt,335,36.92,5,[],[]
12-13-22-0445-00,0,good,good_weld_29_12-13-22_butt,333,36.96,5,[],[]
12-13-22-0446-00,0,good,good_weld_29_12-13-22_butt,331,36.99,5,[],[]
12-13-22-0447-00,0,good,good_weld_29_12-13-22_butt,333,36.8,5,[],[]
12-13-22-0448-00,0,good,good_weld_29_12-13-22_butt,334,37.06,5,[],[]
12-13-22-0449-00,0,good,good_weld_29_12-13-22_butt,331,36.95,5,[],[]
12-13-22-0450-00,0,good,good_weld_29_12-13-22_butt,333,36.97,5,[],[]
12-13-22-0451-00,0,good,good_weld_29_12-13-22_butt,329,36.76,5,[],[]
12-13-22-0452-00,0,good,good_weld_29_12-13-22_butt,334,36.97,5,[],[]
12-13-22-0453-00,0,good,good_weld_29_12-13-22_butt,334,36.84,5,[],[]
12-13-22-0454-00,0,good,good_weld_29_12-13-22_butt,330,36.8,5,[],[]
12-13-22-0455-00,0,good,good_weld_29_12-13-22_butt,332,36.89,5,[],[]
12-13-22-0456-00,0,good,good_weld_29_12-13-22_butt,334,36.95,5,[],[]
12-13-22-0457-00,0,good,good_weld_29_12-13-22_butt,333,36.89,5,[],[]
12-13-22-0458-00,0,good,good_weld_29_12-13-22_butt,335,37.02,5,[],[]
12-13-22-0459-00,0,good,good_weld_29_12-13-22_butt,335,36.92,5,[],[]
12-13-22-0460-00,0,good,good_weld_29_12-13-22_butt,335,36.97,5,[],[]
02-09-23-0035-00,0,good,good_weld_2_02-09-23_Fe410,386,42.67,5,[],[]
12-21-22-0461-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,333,36.98,5,[],[]
12-21-22-0462-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,335,37.13,5,[],[]
12-21-22-0463-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,334,37.02,5,[],[]
12-21-22-0464-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,335,37.01,5,[],[]
12-21-22-0466-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,333,37.0,5,[],[]
12-21-22-0469-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,333,36.81,5,[],[]
12-21-22-0470-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,334,37.0,5,[],[]
12-21-22-0471-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,336,37.02,5,[],[]
12-21-22-0472-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,334,37.03,5,[],[]
12-21-22-0473-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,333,36.96,5,[],[]
12-21-22-0474-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,334,37.09,5,[],[]
12-21-22-0475-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,333,36.9,5,[],[]
12-21-22-0476-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,334,36.95,5,[],[]
12-21-22-0477-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,335,37.05,5,[],[]
12-21-22-0478-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,333,36.93,5,[],[]
12-21-22-0479-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,334,36.97,5,[],[]
12-21-22-0480-00,0,good,good_weld_30_12-21-22_plane_plate_BSK46,335,36.98,5,[],[]
12-22-22-0481-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,332,36.83,5,[],[]
12-22-22-0482-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,333,36.94,5,[],[]
12-22-22-0483-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,334,37.05,5,[],[]
12-22-22-0484-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,333,36.99,5,[],[]
12-22-22-0485-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,334,37.01,5,[],[]
12-22-22-0486-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,331,36.88,5,[],[]
12-22-22-0487-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,333,36.98,5,[],[]
12-22-22-0488-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,332,36.94,5,[],[]
12-22-22-0489-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,335,36.94,5,[],[]
12-22-22-0490-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,334,36.95,5,[],[]
12-22-22-0491-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,334,36.93,5,[],[]
12-22-22-0492-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,333,36.93,5,[],[]
12-22-22-0493-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,334,36.93,5,[],[]
12-22-22-0494-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,333,36.9,5,[],[]
12-22-22-0495-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,335,37.04,5,[],[]
12-22-22-0496-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,334,36.97,5,[],[]
12-22-22-0497-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,334,37.04,5,[],[]
12-22-22-0498-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,335,37.06,5,[],[]
12-22-22-0499-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,334,37.01,5,[],[]
12-22-22-0500-00,0,good,good_weld_31_12-22-22_plane_plate_BSK46,334,36.95,5,[],[]
12-24-22-0501-00,0,good,good_weld_32_12-24-22_butt_BSK46,335,37.02,5,[],[]
12-24-22-0502-00,0,good,good_weld_32_12-24-22_butt_BSK46,329,36.8,5,[],[]
12-24-22-0503-00,0,good,good_weld_32_12-24-22_butt_BSK46,333,37.05,5,[],[]
12-24-22-0504-00,0,good,good_weld_32_12-24-22_butt_BSK46,335,37.0,5,[],[]
12-24-22-0505-00,0,good,good_weld_32_12-24-22_butt_BSK46,335,37.09,5,[],[]
12-24-22-0506-00,0,good,good_weld_32_12-24-22_butt_BSK46,332,36.7,5,[],[]
12-24-22-0507-00,0,good,good_weld_32_12-24-22_butt_BSK46,332,36.97,5,[],[]
12-24-22-0508-00,0,good,good_weld_32_12-24-22_butt_BSK46,334,37.0,5,[],[]
12-24-22-0509-00,0,good,good_weld_32_12-24-22_butt_BSK46,335,37.02,5,[],[]
12-24-22-0510-00,0,good,good_weld_32_12-24-22_butt_BSK46,332,36.88,5,[],[]
12-24-22-0511-00,0,good,good_weld_32_12-24-22_butt_BSK46,335,37.02,5,[],[]
12-24-22-0512-00,0,good,good_weld_32_12-24-22_butt_BSK46,333,36.98,5,[],[]
12-24-22-0513-00,0,good,good_weld_32_12-24-22_butt_BSK46,333,36.87,5,[],[]
12-24-22-0514-00,0,good,good_weld_32_12-24-22_butt_BSK46,334,36.94,5,[],[]
12-24-22-0515-00,0,good,good_weld_32_12-24-22_butt_BSK46,332,36.84,5,[],[]
12-24-22-0516-00,0,good,good_weld_32_12-24-22_butt_BSK46,332,36.64,5,[],[]
12-24-22-0517-00,0,good,good_weld_32_12-24-22_butt_BSK46,335,36.98,5,[],[]
12-24-22-0518-00,0,good,good_weld_32_12-24-22_butt_BSK46,335,37.12,5,[],[]
12-24-22-0519-00,0,good,good_weld_32_12-24-22_butt_BSK46,335,36.92,5,[],[]
12-24-22-0520-00,0,good,good_weld_32_12-24-22_butt_BSK46,333,37.03,5,[],[]
12-25-22-0521-00,0,good,good_weld_33_12-25-22_butt_BSK46,332,36.81,5,[],[]
12-25-22-0522-00,0,good,good_weld_33_12-25-22_butt_BSK46,332,36.89,5,[],[]
12-25-22-0523-00,0,good,good_weld_33_12-25-22_butt_BSK46,334,37.02,5,[],[]
12-25-22-0524-00,0,good,good_weld_33_12-25-22_butt_BSK46,333,37.0,5,[],[]
12-25-22-0525-00,0,good,good_weld_33_12-25-22_butt_BSK46,334,36.8,5,[],[]
12-25-22-0526-00,0,good,good_weld_33_12-25-22_butt_BSK46,333,36.93,5,[],[]
12-25-22-0527-00,0,good,good_weld_33_12-25-22_butt_BSK46,332,36.98,5,[],[]
12-25-22-0528-00,0,good,good_weld_33_12-25-22_butt_BSK46,335,37.04,5,[],[]
12-25-22-0529-00,0,good,good_weld_33_12-25-22_butt_BSK46,331,36.77,5,[],[]
12-25-22-0530-00,0,good,good_weld_33_12-25-22_butt_BSK46,332,36.81,5,[],[]
12-25-22-0531-00,0,good,good_weld_33_12-25-22_butt_BSK46,334,36.82,5,[],[]
12-25-22-0532-00,0,good,good_weld_33_12-25-22_butt_BSK46,333,36.95,5,[],[]
12-25-22-0533-00,0,good,good_weld_33_12-25-22_butt_BSK46,333,36.91,5,[],[]
12-25-22-0534-00,0,good,good_weld_33_12-25-22_butt_BSK46,333,36.83,5,[],[]
12-25-22-0535-00,0,good,good_weld_33_12-25-22_butt_BSK46,334,37.03,5,[],[]
12-25-22-0536-00,0,good,good_weld_33_12-25-22_butt_BSK46,332,36.77,5,[],[]
12-25-22-0537-00,0,good,good_weld_33_12-25-22_butt_BSK46,332,36.79,5,[],[]
12-25-22-0538-00,0,good,good_weld_33_12-25-22_butt_BSK46,332,36.88,5,[],[]
12-25-22-0539-00,0,good,good_weld_33_12-25-22_butt_BSK46,334,36.88,5,[],[]
12-25-22-0540-00,0,good,good_weld_33_12-25-22_butt_BSK46,333,36.89,5,[],[]
02-13-23-0041-00,0,good,good_weld_3_02-13-23_Fe410,384,42.67,5,[],[]
02-13-23-0042-00,0,good,good_weld_3_02-13-23_Fe410,387,42.8,5,[],[]
02-13-23-0043-00,0,good,good_weld_3_02-13-23_Fe410,387,42.85,5,[],[]
02-13-23-0044-00,0,good,good_weld_3_02-13-23_Fe410,385,42.58,5,[],[]
02-13-23-0045-00,0,good,good_weld_3_02-13-23_Fe410,388,42.71,5,[],[]
02-13-23-0046-00,0,good,good_weld_3_02-13-23_Fe410,381,42.19,5,[],[]
02-13-23-0047-00,0,good,good_weld_3_02-13-23_Fe410,378,41.95,5,[],[]
02-13-23-0048-00,0,good,good_weld_3_02-13-23_Fe410,379,41.95,5,[],[]
02-13-23-0049-00,0,good,good_weld_3_02-13-23_Fe410,379,42.14,5,[],[]
02-13-23-0050-00,0,good,good_weld_3_02-13-23_Fe410,378,42.03,5,[],[]
02-13-23-0051-00,0,good,good_weld_3_02-13-23_Fe410,379,42.13,5,[],[]
02-13-23-0052-00,0,good,good_weld_3_02-13-23_Fe410,380,42.11,5,[],[]
02-13-23-0053-00,0,good,good_weld_3_02-13-23_Fe410,381,42.08,5,[],[]
02-13-23-0054-00,0,good,good_weld_3_02-13-23_Fe410,380,42.21,5,[],[]
02-13-23-0055-00,0,good,good_weld_3_02-13-23_Fe410,380,42.02,5,[],[]
02-13-23-0056-00,0,good,good_weld_3_02-13-23_Fe410,380,42.14,5,[],[]
02-13-23-0057-00,0,good,good_weld_3_02-13-23_Fe410,382,42.13,5,[],[]
02-13-23-0058-00,0,good,good_weld_3_02-13-23_Fe410,382,42.12,5,[],[]
02-13-23-0059-00,0,good,good_weld_3_02-13-23_Fe410,381,42.16,5,[],[]
02-13-23-0060-00,0,good,good_weld_3_02-13-23_Fe410,381,42.19,5,[],[]
09-26-22-0001-00,0,good,good_weld_3_09-26-22_plane_plate,333,36.84,5,[],[]
09-26-22-0002-00,0,good,good_weld_3_09-26-22_plane_plate,332,36.71,5,[],[]
09-26-22-0003-00,0,good,good_weld_3_09-26-22_plane_plate,333,36.77,5,[],[]
09-26-22-0004-00,0,good,good_weld_3_09-26-22_plane_plate,330,36.64,5,[],[]
09-26-22-0005-00,0,good,good_weld_3_09-26-22_plane_plate,333,36.78,5,[],[]
09-26-22-0006-00,0,good,good_weld_3_09-26-22_plane_plate,330,36.75,5,[],[]
09-26-22-0007-00,0,good,good_weld_3_09-26-22_plane_plate,332,36.8,5,[],[]
09-26-22-0008-00,0,good,good_weld_3_09-26-22_plane_plate,333,36.76,5,[],[]
09-26-22-0009-00,0,good,good_weld_3_09-26-22_plane_plate,333,36.87,5,[],[]
09-26-22-0010-00,0,good,good_weld_3_09-26-22_plane_plate,330,36.62,5,[],[]
09-26-22-0011-00,0,good,good_weld_3_09-26-22_plane_plate,329,36.66,5,[],[]
09-26-22-0012-00,0,good,good_weld_3_09-26-22_plane_plate,329,36.72,5,[],[]
09-26-22-0013-00,0,good,good_weld_3_09-26-22_plane_plate,330,36.72,5,[],[]
09-26-22-0014-00,0,good,good_weld_3_09-26-22_plane_plate,332,36.79,5,[],[]
09-26-22-0015-00,0,good,good_weld_3_09-26-22_plane_plate,332,36.81,5,[],[]
09-26-22-0016-00,0,good,good_weld_3_09-26-22_plane_plate,328,36.63,5,[],[]
09-26-22-0017-00,0,good,good_weld_3_09-26-22_plane_plate,333,36.82,5,[],[]
09-26-22-0018-00,0,good,good_weld_3_09-26-22_plane_plate,333,36.71,5,[],[]
09-26-22-0019-00,0,good,good_weld_3_09-26-22_plane_plate,332,36.94,5,[],[]
09-26-22-0020-00,0,good,good_weld_3_09-26-22_plane_plate,331,36.86,5,[],[]
02-14-23-0062-00,0,good,good_weld_4_02-14-23_Fe410,380,42.07,5,[],[]
02-14-23-0063-00,0,good,good_weld_4_02-14-23_Fe410,379,42.03,5,[],[]
02-14-23-0064-00,0,good,good_weld_4_02-14-23_Fe410,382,42.09,5,[],[]
02-14-23-0066-00,0,good,good_weld_4_02-14-23_Fe410,380,42.1,5,[],[]
02-14-23-0067-00,0,good,good_weld_4_02-14-23_Fe410,383,42.28,5,[],[]
02-14-23-0068-00,0,good,good_weld_4_02-14-23_Fe410,383,42.3,5,[],[]
02-14-23-0069-00,0,good,good_weld_4_02-14-23_Fe410,381,42.34,5,[],[]
02-14-23-0071-00,0,good,good_weld_4_02-14-23_Fe410,379,42.07,5,[],[]
02-14-23-0073-00,0,good,good_weld_4_02-14-23_Fe410,379,42.0,5,[],[]
02-14-23-0074-00,0,good,good_weld_4_02-14-23_Fe410,382,42.36,5,[],[]
02-14-23-0076-00,0,good,good_weld_4_02-14-23_Fe410,382,42.2,5,[],[]
02-14-23-0077-00,0,good,good_weld_4_02-14-23_Fe410,380,42.1,5,[],[]
02-14-23-0078-00,0,good,good_weld_4_02-14-23_Fe410,381,42.07,5,[],[]
02-14-23-0079-00,0,good,good_weld_4_02-14-23_Fe410,382,42.13,5,[],[]
02-14-23-0080-00,0,good,good_weld_4_02-14-23_Fe410,381,42.27,5,[],[]
09-26-22-0021-00,0,good,good_weld_4_09-26-22_plane_plate,331,36.68,5,[],[]
09-26-22-0022-00,0,good,good_weld_4_09-26-22_plane_plate,330,36.73,5,[],[]
09-26-22-0023-00,0,good,good_weld_4_09-26-22_plane_plate,334,36.77,5,[],[]
09-26-22-0024-00,0,good,good_weld_4_09-26-22_plane_plate,331,36.61,5,[],[]
09-26-22-0025-00,0,good,good_weld_4_09-26-22_plane_plate,331,36.73,5,[],[]
09-26-22-0026-00,0,good,good_weld_4_09-26-22_plane_plate,331,36.75,5,[],[]
09-26-22-0027-00,0,good,good_weld_4_09-26-22_plane_plate,334,36.83,5,[],[]
09-26-22-0028-00,0,good,good_weld_4_09-26-22_plane_plate,335,36.96,5,[],[]
09-26-22-0029-00,0,good,good_weld_4_09-26-22_plane_plate,331,36.82,5,[],[]
09-26-22-0030-00,0,good,good_weld_4_09-26-22_plane_plate,330,36.59,5,[],[]
09-26-22-0031-00,0,good,good_weld_4_09-26-22_plane_plate,333,36.7,5,[],[]
09-26-22-0032-00,0,good,good_weld_4_09-26-22_plane_plate,329,36.64,5,[],[]
09-26-22-0033-00,0,good,good_weld_4_09-26-22_plane_plate,332,36.71,5,[],[]
09-26-22-0034-00,0,good,good_weld_4_09-26-22_plane_plate,332,36.85,5,[],[]
09-26-22-0035-00,0,good,good_weld_4_09-26-22_plane_plate,333,36.73,5,[],[]
09-26-22-0036-00,0,good,good_weld_4_09-26-22_plane_plate,333,36.83,5,[],[]
09-26-22-0037-00,0,good,good_weld_4_09-26-22_plane_plate,334,36.76,5,[],[]
09-26-22-0038-00,0,good,good_weld_4_09-26-22_plane_plate,332,36.8,5,[],[]
09-26-22-0039-00,0,good,good_weld_4_09-26-22_plane_plate,331,36.63,5,[],[]
09-26-22-0040-00,0,good,good_weld_4_09-26-22_plane_plate,330,36.61,5,[],[]
02-16-23-0081-00,0,good,good_weld_5_02-16-23_Fe410,380,41.99,5,[],[]
02-16-23-0082-00,0,good,good_weld_5_02-16-23_Fe410,381,42.15,5,[],[]
